77.2,17.9,18.32,18.86,474.81,01-01-1970.19:03,,,,,,
81.4,18,18.42,18.25,260.11,01-01-1970.19:25,,,,,,
89.7,18,14.1,13.91,202.52,01-01-1970.19:47,,,,,,
91,18,14.23,14.35,160.05,01-01-1970.20:09,,,,,,
93.7,18.9,14.89,15.08,139.42,01-01-1970.20:32,,,,,,
94.9,19,15.57,15.81,133.17,01-01-1970.20:54,,,,,,
95,19.9,16.07,16.51,121.23,01-01-1970.21:16,,,,,,
93.2,20.9,16.79,17.03,113.57,01-01-1970.21:38,,,,,,
91.7,21.8,17.34,17.62,103.58,01-01-1970.22:00,,,,,,
90.1,22.9,18.23,18.84,81.64,01-01-1970.22:22,,,,,,
88.8,23,18.09,18.18,119.3,01-01-1970.22:44,,,,,,
85.4,23.9,19,19.54,86.93,01-01-1970.23:06,,,,,,
82.3,24.9,21.38,-1,50.01,01-01-1970.23:27,,,,,,
77.5,25.9,23.02,-1,57.05,01-01-1970.23:48,,,,,,
75,26.9,23.45,-1,60.79,01-02-1970.00:08,,,,,,
76,26.1,23.59,-1,52.44,01-02-1970.00:29,,,,,,
73.8,27.8,24.27,-1,43.8,01-02-1970.00:50,,,,,,
72.9,28,22.72,-1,107.22,01-02-1970.01:10,,,,,,
71.6,28,21.54,-1,112.43,01-02-1970.01:31,,,,,,
69.3,28,21.1,-1,104.94,01-02-1970.01:51,,,,,,
69.7,28,20.72,-1,102.79,01-02-1970.02:12,,,,,,
71.2,28,20.32,-1,97.8,01-02-1970.02:33,,,,,,
70.1,28,19.87,19.4,101.58,01-02-1970.02:55,,,,,,
68.6,28,19.36,19.26,97.94,01-02-1970.03:17,,,,,,
69.1,28,18.63,18.13,133.73,01-02-1970.03:39,,,,,,
70.2,27.1,17.97,17.41,144.82,01-02-1970.04:01,,,,,,
71,27,17.41,16.98,141.53,01-02-1970.04:23,,,,,,
72.8,27,17.01,16.56,135.55,01-02-1970.04:45,,,,,,
74.8,27,16.7,16.49,125.04,01-02-1970.05:08,,,,,,
79.5,26.1,16.25,15.88,143.37,01-02-1970.05:30,,,,,,
82.7,25.1,15.64,14.96,169.56,01-02-1970.05:52,,,,,,
84.8,25,14.88,14.54,182.39,01-02-1970.06:14,,,,,,
85.9,24.1,14.23,13.99,254.04,01-02-1970.06:36,,,,,,
87.8,24,13.72,13.6,335.96,01-02-1970.06:58,,,,,,
89.8,23.1,13.22,13.02,521.15,01-02-1970.07:20,,,,,,
87.3,23.9,16.89,16.61,1639.92,01-02-1970.07:43,,,,,,
88.8,23.1,16.02,15.78,11832.23,01-02-1970.08:05,8:22 PM34.10,18,5.02,5.04,181.06,01-01-1970.00:00
38.9,19.6,4.96,4.96,180.03,01-01-1970.00:01,,,,,,
39,19,4.96,4.96,180.03,01-01-1970.00:02,,,,,,
40,19,4.96,4.96,181.5,01-01-1970.00:03,,,,,,
40.4,18.1,4.96,4.96,182.98,01-01-1970.00:04,,,,,,
41.1,18,4.96,4.95,184.85,01-01-1970.00:05,,,,,,
42.9,17,4.94,4.94,191.24,01-01-1970.00:06,,,,,,
43,17.9,4.95,5.02,215.33,01-01-1970.00:07,,,,,,
43,17,4.93,4.93,186.73,01-01-1970.00:08,,,,,,
43.2,17,4.92,4.92,187.49,01-01-1970.00:09,,,,,,
44.9,17,4.91,4.91,190.72,01-01-1970.00:10,,,,,,
45,17,4.9,4.9,188.56,01-01-1970.00:11,,,,,,
45,17,4.9,4.88,187.49,01-01-1970.00:12,,,,,,
45,17,4.88,4.87,188.26,01-01-1970.00:13,,,,,,
45.1,17,4.88,4.88,189.79,01-01-1970.00:14,,,,,,
45.9,17,4.89,4.88,192.12,01-01-1970.00:15,,,,,,
46,17,4.89,4.89,194.47,01-01-1970.00:16,,,,,,
46,17,4.87,4.88,196.85,01-01-1970.00:17,,,,,,
46,17,4.87,4.87,199.26,01-01-1970.00:19,,,,,,
46.9,17,4.88,4.88,201.29,01-01-1970.00:20,,,,,,
47,17,4.88,4.87,203.76,01-01-1970.00:21,,,,,,
46.7,17,4.87,4.88,206.59,01-01-1970.00:22,,,,,,
45.7,17,4.87,4.87,209.2,01-01-1970.00:23,,,,,,
45.1,16.7,4.87,4.87,211.59,01-01-1970.00:24,,,,,,
46.2,16.1,4.87,4.87,212.62,01-01-1970.00:25,,,,,,
47.9,16,4.87,4.87,213.49,01-01-1970.00:26,,,,,,
48.6,16,4.87,4.87,214.36,01-01-1970.00:27,,,,,,
48.8,16,4.87,4.87,215.23,01-01-1970.00:28,,,,,,
49,16,4.88,4.88,216.11,01-01-1970.00:29,,,,,,
49,16,4.87,4.88,216.99,01-01-1970.00:30,,,,,,
49,16,4.88,4.87,219.65,01-01-1970.00:31,,,,,,
49,16,4.87,4.88,222.8,01-01-1970.00:32,,,,,,
49,16,4.87,4.87,226.91,01-01-1970.00:33,,,,,,
49,16,4.87,4.87,231.59,01-01-1970.00:34,,,,,,
49,16,4.87,4.87,235.3,01-01-1970.00:35,,,,,,
49,16,4.87,4.88,235.49,01-01-1970.00:36,,,,,,
49.9,16,4.88,4.88,235.4,01-01-1970.00:37,,,,,,
50,16,4.87,4.88,236.75,01-01-1970.00:38,,,,,,
49.1,16,4.87,4.87,239.27,01-01-1970.00:39,,,,,,
49.9,16,4.87,4.87,242.23,01-01-1970.00:40,,,,,,
50,16,4.87,4.87,245.22,01-01-1970.00:41,,,,,,
49.3,16,4.87,4.87,248.26,01-01-1970.00:42,,,,,,
49.9,16,4.87,4.87,251.34,01-01-1970.00:43,,,,,,
50,16,4.87,4.87,252.37,01-01-1970.00:44,,,,,,
50,16,4.87,4.87,254.46,01-01-1970.00:45,,,,,,
50,16,4.87,4.87,256.56,01-01-1970.00:46,,,,,,
50,16,4.87,4.87,260.83,01-01-1970.00:47,,,,,,
50,16,4.87,4.87,264.74,01-01-1970.00:48,,,,,,
50,16,4.87,4.87,268.49,01-01-1970.00:49,,,,,,
50,16,4.87,4.87,271.4,01-01-1970.00:50,,,,,,
49.8,16,4.87,4.87,274.12,01-01-1970.00:51,,,,,,
50,16,4.87,4.87,277.1,01-01-1970.00:52,,,,,,
50,16,4.87,4.87,279.89,01-01-1970.00:53,,,,,,
50.9,16,4.87,4.87,282.24,01-01-1970.00:54,,,,,,
50.8,16,4.87,4.87,285.8,01-01-1970.00:55,,,,,,
50,16,4.87,4.86,289.42,01-01-1970.00:56,,,,,,
50.9,16,4.87,4.87,295.56,01-01-1970.00:57,,,,,,
51.9,16,4.87,4.86,303.15,01-01-1970.00:58,,,,,,
52,16,4.87,4.87,309.65,01-01-1970.00:59,,,,,,
52,16,4.87,4.87,315.11,01-01-1970.01:00,,,,,,
52,16,4.87,4.87,320.41,01-01-1970.01:01,,,,,,
52.9,16,4.87,4.87,324.56,01-01-1970.01:02,,,,,,
53,16,4.87,4.87,327.36,01-01-1970.01:03,,,,,,
53,16,4.87,4.86,331.63,01-01-1970.01:04,,,,,,
53,16,4.87,4.85,337.42,01-01-1970.01:05,,,,,,
53,16,4.86,4.86,343.5,01-01-1970.01:06,,,,,,
52.1,16,4.86,4.87,349.71,01-01-1970.01:07,,,,,,
52,16,4.87,4.87,357,01-01-1970.01:08,,,,,,
52,16,4.86,4.86,363.53,01-01-1970.01:09,,,,,,
52.9,16,4.86,4.86,371.69,01-01-1970.01:10,,,,,,
52.1,16,4.86,4.85,380.44,01-01-1970.01:11,,,,,,
52,16,4.86,4.85,390.52,01-01-1970.01:12,,,,,,
52,16,4.86,4.87,401.69,01-01-1970.01:13,,,,,,
52,16,4.84,4.84,412.53,01-01-1970.01:14,,,,,,
52,16,4.86,4.85,424.16,01-01-1970.01:15,,,,,,
52.1,16,4.85,4.85,437.27,01-01-1970.01:16,,,,,,
53,16,4.86,4.86,448.8,01-01-1970.01:17,,,,,,
53,16,4.99,4.98,450.13,01-01-1970.01:18,,,,,,
53,16,4.97,4.98,458.69,01-01-1970.01:19,,,,,,
53,16,4.98,4.98,463.44,01-01-1970.01:20,,,,,,
53,16,4.97,4.97,469.54,01-01-1970.01:21,,,,,,
53,16,4.99,4.98,478.34,01-01-1970.01:22,,,,,,
52.3,16,4.98,4.97,493.08,01-01-1970.01:23,,,,,,
52.1,16,4.98,4.97,506.98,01-01-1970.01:24,,,,,,
52,16,4.96,4.98,521.6,01-01-1970.01:25,,,,,,
51.1,16,4.98,4.97,538.43,01-01-1970.01:26,,,,,,
51,16,4.98,4.97,560.55,01-01-1970.01:27,,,,,,
51,16,4.97,4.97,586.12,01-01-1970.01:28,,,,,,
50.9,16,4.98,4.97,617.82,01-01-1970.01:29,,,,,,
51,16,4.97,4.96,646.7,01-01-1970.01:30,,,,,,
51.9,16,4.97,4.97,668.4,01-01-1970.01:31,,,,,,
52,16,4.97,4.96,688.38,01-01-1970.01:32,,,,,,
51.1,16,4.98,4.97,711.8,01-01-1970.01:33,,,,,,
51,16,4.96,4.97,738.34,01-01-1970.01:34,,,,,,
51,16,4.98,4.96,770.14,01-01-1970.01:35,,,,,,
51.3,16,4.97,4.96,806.1,01-01-1970.01:36,,,,,,
51.7,16,4.97,4.98,843.91,01-01-1970.01:37,,,,,,
51,16,4.98,4.97,893.82,01-01-1970.01:38,,,,,,
51,16,4.96,4.96,956.56,01-01-1970.01:39,,,,,,
51.2,16,4.96,4.97,1022.77,01-01-1970.01:40,,,,,,
51,16,4.96,4.96,1098.54,01-01-1970.01:41,,,,,,
51,16,4.96,4.96,1179.26,01-01-1970.01:42,,,,,,
51,16,4.96,4.97,1258.14,01-01-1970.01:43,,,,,,
51.9,16,4.96,4.96,1339.63,01-01-1970.01:44,,,,,,
52,16,4.96,4.96,1428.42,01-01-1970.01:45,,,,,,
52,16,4.96,4.96,1535.29,01-01-1970.01:46,,,,,,
52,16,4.96,4.96,1669.25,01-01-1970.01:47,,,,,,
52,16,4.96,4.96,1824.67,01-01-1970.01:48,,,,,,
51,16.8,4.96,4.96,1980.28,01-01-1970.01:49,,,,,,
51.9,16.2,4.96,4.96,2128.99,01-01-1970.01:50,,,,,,
52,16.9,4.96,4.96,2247.71,01-01-1970.01:51,,,,,,
52.6,16.5,4.96,4.96,2336.9,01-01-1970.01:52,,,,,,
52,17,4.96,4.96,2421.58,01-01-1970.01:53,,,,,,
51.9,17,4.96,4.96,2496.96,01-01-1970.01:54,,,,,,
52,17,4.96,4.96,2573.15,01-01-1970.01:55,,,,,,
52.9,17,4.96,4.96,2569.27,01-01-1970.01:56,,,,,,
53,16.1,4.96,4.96,2508.19,01-01-1970.01:57,,,,,,
53,16.2,4.96,4.96,2586.2,01-01-1970.01:58,,,,,,
53,16.5,4.96,4.96,2891.17,01-01-1970.01:59,,,,,,
53,16.2,4.95,4.96,3346.83,01-01-1970.02:00,,,,,,
53,16.1,4.96,4.95,3865.12,01-01-1970.02:01,,,,,,
53.3,16,4.96,4.95,4628.35,01-01-1970.02:02,,,,,,
53.1,16,4.96,4.96,5626.23,01-01-1970.02:03,,,,,,
52.9,16,4.95,4.96,6421.96,01-01-1970.02:04,,,,,,
53,16,4.95,4.95,7673.45,01-01-1970.02:05,,,,,,
53.9,16,4.95,4.96,9280.06,01-01-1970.02:06,,,,,,
54,16,4.92,4.91,11413.36,01-01-1970.02:07,,,,,,
54.9,16,4.91,4.91,13267.71,01-01-1970.02:08,,,,,,
54.3,16,4.91,4.91,15865.6,01-01-1970.02:09,,,,,,
53.1,16,4.91,4.91,19113.77,01-01-1970.02:10,,,,,,
53.3,16,4.91,4.91,22595.82,01-01-1970.02:11,,,,,,
54,16,4.91,4.91,26651.08,01-01-1970.02:12,,,,,,
54.9,16,4.91,4.91,30868.96,01-01-1970.02:13,,,,,,
55,16,4.91,4.91,35766.6,01-01-1970.02:14,,,,,,
55.9,15.5,4.91,4.91,41667.66,01-01-1970.02:15,,,,,,
56,15,4.91,4.91,48067.06,01-01-1970.02:16,,,,,,
56,15,4.91,4.91,53518.4,01-01-1970.02:17,,,,,,
56,15,4.91,4.91,60741.42,01-01-1970.02:18,,,,,,
55.1,15,4.91,4.92,69093.65,01-01-1970.02:19,,,,,,
54.1,15.9,4.91,4.91,79517.1,01-01-1970.02:20,,,,,,
54,16,4.91,4.91,88208.74,01-01-1970.02:21,,,,,,
54.2,16,4.91,4.92,97129.12,01-01-1970.02:22,,,,,,
54.9,16,4.91,4.91,108031.8,01-01-1970.02:23,,,,,,
54.2,16,4.91,4.91,110757.48,01-01-1970.02:24,,,,,,
52.9,16,4.91,4.91,121660.14,01-01-1970.02:25,,,,,,
52,16,4.91,4.91,130421.23,01-01-1970.02:26,,,,,,
52,16,4.91,4.92,139182.3,01-01-1970.02:27,,,,,,
52.7,16,4.91,4.91,139182.3,01-01-1970.02:28,,,,,,
52.4,16,4.91,4.91,148527.45,01-01-1970.02:29,,,,,,
52,16,4.91,4.91,162545.22,01-01-1970.02:30,,,,,,
52,16,4.91,4.91,162545.22,01-01-1970.02:31,,,,,,
52.3,16.3,4.91,4.91,162545.22,01-01-1970.02:32,,,,,,
53.9,17,4.91,4.91,162545.22,01-01-1970.02:33,,,,,,
54,17,4.91,4.91,162545.22,01-01-1970.02:34,,,,,,
53.9,16.8,4.92,4.92,162545.22,01-01-1970.02:35,,,,,,
52.1,17,4.91,4.91,162545.22,01-01-1970.02:36,,,,,,
52.4,16.3,4.91,4.91,165816.03,01-01-1970.02:37,,,,,,
52,16,4.91,4.91,175628.44,01-01-1970.02:38,,,,,,
53.5,16,4.89,4.89,178899.22,01-01-1970.02:39,,,,,,
52.5,16,4.87,4.87,172357.63,01-01-1970.02:40,,,,,,
53.8,16,4.88,4.87,178899.22,01-01-1970.02:41,,,,,,
54.9,16,4.87,4.87,175628.42,01-01-1970.02:42,,,,,,
54.2,16,4.87,4.87,182170.03,01-01-1970.02:43,,,,,,
53.1,16,4.87,4.87,188711.64,01-01-1970.02:44,,,,,,
54.5,16,4.87,4.87,185440.83,01-01-1970.02:45,,,,,,
54.1,16,4.87,4.87,195253.23,01-01-1970.02:46,,,,,,
54,16.8,4.87,4.88,191982.44,01-01-1970.02:47,,,,,,
55.8,16.2,4.87,4.88,195253.23,01-01-1970.02:48,,,,,,
56,16,4.88,4.87,200159.45,01-01-1970.02:49,,,,,,
56.8,16,4.87,4.87,195253.23,01-01-1970.02:50,,,,,,
56.6,16,4.88,4.87,195253.23,01-01-1970.02:51,,,,,,
55.8,16,4.87,4.87,195253.23,01-01-1970.02:52,,,,,,
57.8,16,4.87,4.87,195253.23,01-01-1970.02:53,,,,,,
58.2,16,4.88,4.87,195253.23,01-01-1970.02:54,,,,,,
58.9,16,4.87,4.87,200159.45,01-01-1970.02:55,,,,,,
58.8,16,4.87,4.87,200159.45,01-01-1970.02:56,,,,,,
59,15.5,4.87,4.87,200159.45,01-01-1970.02:57,,,,,,
59,15.9,4.87,4.87,195253.23,01-01-1970.02:58,,,,,,
59.1,16,4.87,4.88,195253.23,01-01-1970.02:59,,,,,,
58.2,16,4.88,4.87,195253.23,01-01-1970.03:00,,,,,,
57.8,16,4.87,4.88,195253.23,01-01-1970.03:01,,,,,,
57,16,4.89,4.87,195253.23,01-01-1970.03:02,,,,,,
57.9,16,4.87,4.88,195253.23,01-01-1970.03:03,,,,,,
57.5,16,4.88,4.87,200159.45,01-01-1970.03:04,,,,,,
