71.5,12.6,48.11,-1,62257.57,01-01-1970.00:00
79,14,49.1,-1,74485.1,01-01-1970.00:01
79,14,49.06,-1,74485.1,01-01-1970.00:02
79,14,49.1,-1,74485.1,01-01-1970.00:02
79,14,49.12,-1,74485.1,01-01-1970.00:03
79,14,49.07,-1,74485.1,01-01-1970.00:04
78.4,14,49.09,-1,74485.1,01-01-1970.00:04
78,14,49.12,-1,75743.1,01-01-1970.00:05
78,14,49.14,-1,75743.1,01-01-1970.00:06
78,14.5,49.11,-1,76372.1,01-01-1970.00:06
77.2,15,49.11,-1,75743.1,01-01-1970.00:07
77.5,15,49.11,-1,77630.1,01-01-1970.00:08
77,15,49.1,-1,75743.1,01-01-1970.00:08
77,15,49.11,-1,76372.1,01-01-1970.00:09
76.8,15,49.09,-1,77001.1,01-01-1970.00:10
76.1,15,49.12,-1,78888.1,01-01-1970.00:11
75.7,15,49.11,-1,77001.1,01-01-1970.00:11
75,15,49.12,-1,79517.1,01-01-1970.00:12
75,15,49.12,-1,77630.1,01-01-1970.00:13
75,15,49.12,-1,78888.1,01-01-1970.00:13
74.7,15,49.14,-1,79517.11,01-01-1970.00:14
74,15,49.15,-1,80146.1,01-01-1970.00:15
74,15,49.12,-1,78259.1,01-01-1970.00:15
74,15,49.11,-1,78259.1,01-01-1970.00:16
74.9,15,49.18,-1,79517.1,01-01-1970.00:17
75,15,49.14,-1,80146.11,01-01-1970.00:18
74.1,15,49.14,-1,80146.11,01-01-1970.00:18
74,15,49.12,-1,78259.1,01-01-1970.00:19
74,15,49.16,-1,78888.1,01-01-1970.00:20
74,15,49.12,-1,80146.1,01-01-1970.00:20
73.3,15,49.15,-1,79517.1,01-01-1970.00:21
73,15,49.14,-1,79517.1,01-01-1970.00:22
73,15,49.16,-1,80146.11,01-01-1970.00:22
73.2,15,49.12,-1,79517.1,01-01-1970.00:23
74,15,49.15,-1,80146.11,01-01-1970.00:24
74,15,49.12,-1,79517.11,01-01-1970.00:24
74,15,49.16,-1,80146.1,01-01-1970.00:25
74.5,15,49.12,-1,78888.11,01-01-1970.00:26
75,15,49.15,-1,79517.1,01-01-1970.00:27
74.9,15,49.18,-1,77630.1,01-01-1970.00:27
74.2,15,49.14,-1,79517.1,01-01-1970.00:28
75,15,49.12,-1,80146.11,01-01-1970.00:29
75.1,15,49.11,-1,77001.1,01-01-1970.00:29
75,15,49.11,-1,79517.1,01-01-1970.00:30
75,15,49.14,-1,80775.11,01-01-1970.00:31
75,15,49.14,-1,78259.1,01-01-1970.00:31
75.9,15,49.14,-1,80775.11,01-01-1970.00:32
76.3,15,49.16,-1,78888.11,01-01-1970.00:33
76.1,15,49.15,-1,78888.11,01-01-1970.00:34
76,15,49.18,-1,78888.1,01-01-1970.00:34
76.9,15,49.15,-1,79517.11,01-01-1970.00:35
77,15,49.11,-1,80775.11,01-01-1970.00:36
77,14.7,49.15,-1,80146.11,01-01-1970.00:36
77,14.9,49.12,-1,80146.1,01-01-1970.00:37
77,15,49.12,-1,78259.1,01-01-1970.00:38
77.6,15,49.19,-1,78259.11,01-01-1970.00:38
77.8,15,49.15,-1,78888.1,01-01-1970.00:39
77,15,49.16,-1,80146.11,01-01-1970.00:40
77.1,15,49.15,-1,78888.1,01-01-1970.00:40
77.9,15,49.14,-1,79517.1,01-01-1970.00:41
77.1,15,49.15,-1,80146.11,01-01-1970.00:42
77.3,15,49.14,-1,80146.11,01-01-1970.00:43
77.5,14.5,49.14,-1,78888.1,01-01-1970.00:43
77.9,14.7,49.14,-1,80775.11,01-01-1970.00:44
77.1,15,49.12,-1,80146.1,01-01-1970.00:45
77,15,49.14,-1,79517.1,01-01-1970.00:45
77.9,15,49.14,-1,80146.1,01-01-1970.00:46
77.7,15,49.14,-1,79517.1,01-01-1970.00:47
77.8,14.5,49.16,-1,80775.11,01-01-1970.00:47
77.5,14.7,49.1,-1,79517.1,01-01-1970.00:48
77,14.9,49.12,-1,79517.1,01-01-1970.00:49
77.9,14.6,49.12,-1,80775.11,01-01-1970.00:50
78,14,49.16,-1,80775.11,01-01-1970.00:50
78,14,49.14,-1,79517.1,01-01-1970.00:51
78,14.9,49.15,-1,80775.11,01-01-1970.00:52
77.1,15,49.14,-1,80775.11,01-01-1970.00:52
77,15,49.14,-1,80146.11,01-01-1970.00:53
76.9,15,49.12,-1,78888.1,01-01-1970.00:54
77,15,49.18,-1,79517.11,01-01-1970.00:54
77,15,49.15,-1,80775.11,01-01-1970.00:55
77,15,49.14,-1,80146.11,01-01-1970.00:56
76.7,15,49.16,-1,80775.11,01-01-1970.00:56
76.8,15,49.15,-1,80146.11,01-01-1970.00:57
76.1,15,49.14,-1,80146.11,01-01-1970.00:58
76.7,15,49.12,-1,80775.11,01-01-1970.00:59
77,15,49.14,-1,78888.11,01-01-1970.00:59
77,15,49.18,-1,80146.11,01-01-1970.01:00
77.9,14.3,49.16,-1,79517.11,01-01-1970.01:01
78,14,49.15,-1,79517.11,01-01-1970.01:01
77.7,14,49.15,-1,80146.11,01-01-1970.01:02
77.9,14,49.12,-1,78888.11,01-01-1970.01:03
