83,24,66.7,-1,2881.79,01-01-1970.00:00
83,24,68.26,-1,3201.97,01-01-1970.00:01
83,24,68.2,-1,3485.61,01-01-1970.00:02
83,24,68.29,-1,3803.32,01-01-1970.00:02
83,24,68.14,-1,4166.78,01-01-1970.00:03
83,24,68.23,-1,4577.16,01-01-1970.00:04
83,24,68.11,-1,5054.7,01-01-1970.00:04
82.6,24,68.14,-1,5586.24,01-01-1970.00:05
82.5,24,68.14,-1,6188.41,01-01-1970.00:06
82.9,24,67.96,-1,6899.35,01-01-1970.00:06
82.6,24,67.99,-1,7696.44,01-01-1970.00:07
82,24,67.99,-1,8625.38,01-01-1970.00:08
82,24,68.02,-1,9647.98,01-01-1970.00:08
82,24,68.02,-1,10870.44,01-01-1970.00:09
82,24,67.96,-1,12265.99,01-01-1970.00:10
82,24,67.99,-1,13827.91,01-01-1970.00:11
82.9,24,67.89,-1,15581.72,01-01-1970.00:11
83,24,67.89,-1,17661.4,01-01-1970.00:12
83,24,67.89,-1,19838.98,01-01-1970.00:13
83,24,67.89,-1,22367.89,01-01-1970.00:13
82.5,24,67.86,-1,25176.08,01-01-1970.00:14
82,24,67.86,-1,28214.85,01-01-1970.00:15
82,24,67.89,-1,31502.02,01-01-1970.00:15
82,24,67.83,-1,35217.48,01-01-1970.00:16
82,24,67.89,-1,38745.27,01-01-1970.00:17
82,24,67.77,-1,42831.19,01-01-1970.00:18
82,24,67.83,-1,47132.55,01-01-1970.00:18
82,24,67.77,-1,50649.28,01-01-1970.00:19
82,24,67.71,-1,56725.07,01-01-1970.00:20
81.1,24,67.8,-1,60332.57,01-01-1970.00:20
81.9,24,67.8,-1,64421.08,01-01-1970.00:21
81.7,24,67.86,-1,69093.65,01-01-1970.00:22
82,24,67.77,-1,73945.95,01-01-1970.00:22
82.2,24,67.74,-1,75114.1,01-01-1970.00:23
82.9,24,67.83,-1,80775.11,01-01-1970.00:24
83,24,67.77,-1,83005.2,01-01-1970.00:24
83,24,67.83,-1,88208.74,01-01-1970.00:25
83,24,67.71,-1,89100.78,01-01-1970.00:26
83,24,67.8,-1,88208.74,01-01-1970.00:27
83,24,67.71,-1,93560.97,01-01-1970.00:27
83,24,67.86,-1,97129.12,01-01-1970.00:28
83,24,67.8,-1,97129.12,01-01-1970.00:29
83,24,67.74,-1,97129.12,01-01-1970.00:29
83,24,67.8,-1,97129.12,01-01-1970.00:30
83,24,67.8,-1,97129.12,01-01-1970.00:31
82.9,24,67.8,-1,101490.2,01-01-1970.00:31
83,24,67.77,-1,102580.46,01-01-1970.00:32
83,24,67.8,-1,105851.27,01-01-1970.00:33
83,24,67.74,-1,108031.8,01-01-1970.00:34
82.9,24,67.89,-1,108031.8,01-01-1970.00:34
83,24,67.93,-1,108031.8,01-01-1970.00:35
82.1,24,67.93,-1,108031.8,01-01-1970.00:36
82.6,24,67.93,-1,108031.8,01-01-1970.00:36
82.6,24,67.77,-1,108031.8,01-01-1970.00:37
82.9,24,67.96,-1,108031.8,01-01-1970.00:38
82.2,24,67.86,-1,108031.8,01-01-1970.00:38
